img_path,xmin,ymin,xmax,ymax,score,img_name,tile_index,tile_xmin,tile_ymin,tile_xmax,tile_ymax,x,y,Xmin,Ymin,Xmax,Ymax,X,Y,lon,lat,is_banana
Manuel Macias RGB_8_7600_6879_11600_10879.png,2248.67578125,2186.719970703125,2442.48876953125,2393.156982421875,0.2902721762657165,Manuel Macias RGB,8,7600,6879,11600,10879,2345.582275390625,2289.9384765625,9848.67578125,9065.719970703123,10042.48876953125,9272.156982421877,9945.582275390623,9168.9384765625,-79.59406412659519,-1.1297121211212469,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,594.6141967773438,1765.5941162109375,780.73388671875,1943.170654296875,0.2901241183280945,Manuel Macias RGB,8,7600,6879,11600,10879,687.6740417480469,1854.3823852539065,8194.614196777344,8644.594116210938,8380.73388671875,8822.170654296875,8287.674041748047,8733.382385253906,-79.59417457864133,-1.1296874122511933,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,316.0243530273437,2415.434326171875,573.5081176757812,2675.6396484375,0.2897317409515381,Manuel Macias RGB,8,7600,6879,11600,10879,444.7662353515625,2545.5369873046875,7916.024353027344,9294.434326171877,8173.508117675781,9554.6396484375,8044.766235351562,9424.536987304688,-79.59419076148167,-1.1297266210915464,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,3443.455810546875,2190.226318359375,3665.804443359375,2432.45849609375,0.2883368134498596,Manuel Macias RGB,8,7600,6879,11600,10879,3554.630126953125,2311.3424072265625,11043.455810546877,9069.226318359377,11265.804443359377,9311.45849609375,11154.630126953123,9190.342407226562,-79.59398357822324,-1.129713335355078,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2.101876735687256,2701.59912109375,204.12608337402344,3035.219970703125,0.2876346707344055,Manuel Macias RGB,8,7600,6879,11600,10879,103.11398005485536,2868.409545898437,7602.101876735687,9580.59912109375,7804.126083374023,9914.219970703123,7703.113980054853,9747.409545898438,-79.59421352280819,-1.1297449374835185,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2756.79443359375,2857.60986328125,3083.18017578125,3147.038818359375,0.2840254008769989,Manuel Macias RGB,8,7600,6879,11600,10879,2919.9873046875,3002.3243408203125,10356.79443359375,9736.60986328125,10683.18017578125,10026.038818359377,10519.9873046875,9881.324340820312,-79.59402585897006,-1.1297525344000396,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,3327.177490234375,2927.419189453125,3609.099365234375,3183.59228515625,0.2808345556259155,Manuel Macias RGB,8,7600,6879,11600,10879,3468.138427734375,3055.5057373046875,10927.177490234377,9806.419189453123,11209.099365234377,10062.59228515625,11068.138427734377,9934.505737304688,-79.59398934041498,-1.1297555513529447,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2184.36083984375,1773.2196044921875,2441.532470703125,2026.94970703125,0.2779723703861237,Manuel Macias RGB,8,7600,6879,11600,10879,2312.946655273437,1900.0846557617188,9784.36083984375,8652.219604492188,10041.532470703123,8905.94970703125,9912.946655273438,8779.084655761719,-79.5940663008235,-1.12969000491718,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2937.59033203125,1653.416015625,3201.67626953125,1903.2349853515625,0.2754932641983032,Manuel Macias RGB,8,7600,6879,11600,10879,3069.63330078125,1778.3255004882812,10537.59033203125,8532.416015625,10801.67626953125,8782.234985351562,10669.63330078125,8657.325500488281,-79.59401588935525,-1.1296830975837606,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,1899.3099365234373,1868.074951171875,2123.612548828125,2128.027099609375,0.2742893695831299,Manuel Macias RGB,8,7600,6879,11600,10879,2011.4612426757808,1998.051025390625,9499.309936523438,8747.074951171875,9723.612548828123,9007.027099609375,9611.46124267578,8877.051025390625,-79.59408638618169,-1.12969556249827,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2599.101318359375,3599.302978515625,2807.734375,3793.46533203125,0.2732221186161041,Manuel Macias RGB,8,7600,6879,11600,10879,2703.4178466796875,3696.3841552734375,10199.101318359377,10478.302978515623,10407.734375,10672.46533203125,10303.417846679688,10575.384155273438,-79.59404028711468,-1.1297919080515777,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,3232.05126953125,1364.114990234375,3456.468994140625,1591.2069091796875,0.2716030180454254,Manuel Macias RGB,8,7600,6879,11600,10879,3344.260131835937,1477.6609497070312,10832.05126953125,8243.114990234375,11056.468994140623,8470.206909179688,10944.260131835938,8356.660949707031,-79.59399759335142,-1.1296660410404973,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,1470.3365478515625,1719.6275634765625,1641.6510009765625,1916.358154296875,0.2710434794425964,Manuel Macias RGB,8,7600,6879,11600,10879,1555.9937744140625,1817.9928588867188,9070.336547851562,8598.627563476562,9241.651000976562,8795.358154296875,9155.993774414062,8696.992858886719,-79.5941167300287,-1.1296853478923283,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,1400.572509765625,2059.833740234375,1666.9114990234375,2291.59814453125,0.2681843936443329,Manuel Macias RGB,8,7600,6879,11600,10879,1533.7420043945312,2175.7159423828125,9000.572509765625,8938.833740234375,9266.911499023438,9170.59814453125,9133.742004394531,9054.715942382812,-79.59411821247114,-1.1297056413364142,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2930.007568359375,3508.43994140625,3181.057373046875,3723.866455078125,0.2668073177337646,Manuel Macias RGB,8,7600,6879,11600,10879,3055.532470703125,3616.153198242188,10530.007568359377,10387.43994140625,10781.057373046877,10602.866455078123,10655.532470703123,10495.153198242188,-79.59401682877127,-1.1297873565912009,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,96.73121643066406,2339.896240234375,324.6407775878906,2584.662109375,0.2624586224555969,Manuel Macias RGB,8,7600,6879,11600,10879,210.6859970092773,2462.2791748046875,7696.731216430664,9218.896240234377,7924.640777587891,9463.662109375,7810.685997009277,9341.279174804688,-79.5942063562177,-1.1297218979192365,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,3217.8154296875,3214.51708984375,3448.064453125,3464.542236328125,0.2497176527976989,Manuel Macias RGB,8,7600,6879,11600,10879,3332.93994140625,3339.529663085937,10817.8154296875,10093.51708984375,11048.064453125,10343.542236328123,10932.93994140625,10218.529663085938,-79.59399834751751,-1.1297716638822244,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,472.54150390625,3368.3935546875,663.7546997070312,3567.85888671875,0.2433975338935852,Manuel Macias RGB,8,7600,6879,11600,10879,568.1481018066406,3468.126220703125,8072.54150390625,10247.3935546875,8263.754699707031,10446.85888671875,8168.148101806641,10347.126220703123,-79.59418254161805,-1.129778959097915,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,366.4319458007813,2767.48193359375,621.682861328125,2990.541259765625,0.242641270160675,Manuel Macias RGB,8,7600,6879,11600,10879,494.0574035644531,2879.0115966796875,7966.431945800781,9646.48193359375,8221.682861328125,9869.541259765623,8094.057403564453,9758.011596679688,-79.59418747763864,-1.1297455389323334,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,3766.008544921875,3076.765380859375,3966.7900390625,3255.1591796875,0.2375521957874298,Manuel Macias RGB,8,7600,6879,11600,10879,3866.399291992188,3165.962280273437,11366.008544921877,9955.765380859377,11566.7900390625,10134.1591796875,11466.399291992188,10044.962280273438,-79.59396280774781,-1.1297618174950586,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2011.948974609375,3544.387451171875,2291.676025390625,3819.94287109375,0.2350001633167267,Manuel Macias RGB,8,7600,6879,11600,10879,2151.8125,3682.165161132813,9611.948974609377,10423.387451171877,9891.676025390623,10698.94287109375,9751.8125,10561.165161132812,-79.59407703579471,-1.1297911014154514,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,1341.9078369140625,1021.8433837890624,1514.325439453125,1178.150146484375,0.2341722249984741,Manuel Macias RGB,8,7600,6879,11600,10879,1428.1166381835938,1099.9967651367188,8941.907836914062,7900.8433837890625,9114.325439453123,8057.150146484375,9028.116638183594,7978.996765136719,-79.59412524937319,-1.1296446163481406,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,1416.4007568359375,3289.816162109375,1849.8182373046875,3813.319091796875,0.2311607003211975,Manuel Macias RGB,8,7600,6879,11600,10879,1633.1094970703125,3551.567626953125,9016.400756835938,10168.816162109377,9449.818237304688,10692.319091796877,9233.109497070312,10430.567626953123,-79.59411159247695,-1.129783692685403,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,1222.0413818359375,3721.833251953125,1434.77490234375,3917.419921875,0.2217439413070678,Manuel Macias RGB,8,7600,6879,11600,10879,1328.4081420898438,3819.626586914063,8822.041381835938,10600.833251953123,9034.77490234375,10796.419921875,8928.408142089844,10698.626586914062,-79.59413189208547,-1.1297988995304926,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,3.913761854171753,2379.35595703125,120.73506927490234,2619.425048828125,0.2193096280097961,Manuel Macias RGB,8,7600,6879,11600,10879,62.32441556453705,2499.3905029296875,7603.913761854174,9258.35595703125,7720.735069274902,9498.425048828123,7662.324415564537,9378.390502929688,-79.5942162402631,-1.1297240032255391,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,3082.977294921875,3075.020751953125,3262.135498046875,3265.532470703125,0.2171230614185333,Manuel Macias RGB,8,7600,6879,11600,10879,3172.556396484375,3170.276611328125,10682.977294921877,9954.020751953123,10862.135498046877,10144.532470703123,10772.556396484377,10049.276611328123,-79.59400903248206,-1.1297620622448108,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2720.5859375,3150.76708984375,3101.761962890625,3527.42578125,0.2157724201679228,Manuel Macias RGB,8,7600,6879,11600,10879,2911.1739501953125,3339.096435546875,10320.5859375,10029.76708984375,10701.761962890623,10406.42578125,10511.173950195312,10218.096435546877,-79.59402644612743,-1.1297716393054522,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,216.86544799804688,3015.67431640625,472.8601684570313,3247.610107421875,0.2153605818748474,Manuel Macias RGB,8,7600,6879,11600,10879,344.86280822753906,3131.6422119140625,7816.865447998047,9894.67431640625,8072.860168457031,10126.610107421877,7944.862808227539,10010.642211914062,-79.59419741718052,-1.129759870535468,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2100.1240234375,2369.151611328125,2256.74853515625,2536.390625,0.2128905951976776,Manuel Macias RGB,8,7600,6879,11600,10879,2178.436279296875,2452.7711181640625,9700.1240234375,9248.151611328123,9856.74853515625,9415.390625,9778.436279296877,9331.771118164062,-79.59407526208321,-1.1297213585321386,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2213.016357421875,2751.57470703125,2428.420166015625,2940.96826171875,0.2066227495670318,Manuel Macias RGB,8,7600,6879,11600,10879,2320.71826171875,2846.271484375,9813.016357421877,9630.57470703125,10028.420166015623,9819.96826171875,9920.71826171875,9725.271484375,-79.59406578306876,-1.129743681602826,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2992.51318359375,1330.149169921875,3182.8740234375,1536.316650390625,0.20542973279953,Manuel Macias RGB,8,7600,6879,11600,10879,3087.693603515625,1433.23291015625,10592.51318359375,8209.149169921875,10782.8740234375,8415.316650390625,10687.693603515623,8312.23291015625,-79.59401468615394,-1.1296635206609689,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2142.9755859375,2573.48046875,2312.447021484375,2738.88037109375,0.2040499746799469,Manuel Macias RGB,8,7600,6879,11600,10879,2227.711303710937,2656.180419921875,9742.9755859375,9452.48046875,9912.447021484377,9617.88037109375,9827.711303710938,9535.180419921877,-79.5940719793157,-1.129732897835813,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,1621.5576171875,2669.611572265625,1861.5684814453125,2893.13818359375,0.2037455439567566,Manuel Macias RGB,8,7600,6879,11600,10879,1741.5630493164062,2781.3748779296875,9221.5576171875,9548.611572265623,9461.568481445312,9772.13818359375,9341.563049316406,9660.374877929688,-79.5941043671574,-1.1297400000521658,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2760.924560546875,2264.102783203125,2957.71728515625,2459.555419921875,0.2016449570655822,Manuel Macias RGB,8,7600,6879,11600,10879,2859.3209228515625,2361.8291015625,10360.924560546877,9143.102783203123,10557.71728515625,9338.555419921877,10459.320922851562,9240.8291015625,-79.5940299006449,-1.1297161994389346,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,1835.591552734375,3346.984619140625,2031.46240234375,3558.4873046875,0.2004684209823608,Manuel Macias RGB,8,7600,6879,11600,10879,1933.5269775390625,3452.7359619140625,9435.591552734377,10225.984619140623,9631.46240234375,10437.4873046875,9533.526977539062,10331.735961914062,-79.5940915782658,-1.1297780860165552,False
Manuel Macias RGB_8_7600_6879_11600_10879.png,2752.62548828125,1322.7242431640625,2954.487548828125,1512.917724609375,0.2001185119152069,Manuel Macias RGB,8,7600,6879,11600,10879,2853.5565185546875,1417.8209838867188,10352.62548828125,8201.724243164062,10554.487548828123,8391.917724609375,10453.556518554688,8296.820983886719,-79.59403028467715,-1.1296626463504242,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,910.8165893554688,40.61990737915039,1598.08984375,788.5281982421875,0.7470024228096008,Manuel Macias RGB,4,3800,3800,7800,7800,1254.4532165527346,414.57405281066895,4710.816589355469,3840.6199073791504,5398.08984375,4588.528198242188,5054.4532165527335,4214.574052810669,-79.59438998010233,-1.1294310626096409,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,87.14471435546875,43.04563522338867,877.082763671875,785.2437744140625,0.6973206400871277,Manuel Macias RGB,4,3800,3800,7800,7800,482.1137390136719,414.1447048187256,3887.1447143554688,3843.045635223389,4677.082763671875,4585.243774414063,4282.113739013672,4214.144704818727,-79.59444143438303,-1.1294310382529529,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,2364.565673828125,33.46181488037109,2895.78955078125,555.4954223632811,0.5911130905151367,Manuel Macias RGB,4,3800,3800,7800,7800,2630.1776123046875,294.4786186218261,6164.565673828125,3833.461814880371,6695.78955078125,4355.495422363281,6430.177612304688,4094.478618621826,-79.59429832751788,-1.1294242496582514,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,3864.675537109375,2166.9892578125,3998.3388671875,2387.322998046875,0.5631319880485535,Manuel Macias RGB,4,3800,3800,7800,7800,3931.5072021484375,2277.1561279296875,7664.675537109375,5966.9892578125,7798.3388671875,6187.322998046875,7731.507202148437,6077.156127929688,-79.59421163121407,-1.1295367259200075,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,74.78621673583984,764.588134765625,548.8414306640625,1218.265380859375,0.4988416433334351,Manuel Macias RGB,4,3800,3800,7800,7800,311.8138236999512,991.4267578125,3874.78621673584,4564.588134765625,4348.841430664063,5018.265380859375,4111.813823699951,4791.4267578125,-79.59445277998933,-1.1294637871629472,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,3450.498291015625,911.969970703125,3797.440673828125,1307.7147216796875,0.4553556442260742,Manuel Macias RGB,4,3800,3800,7800,7800,3623.969482421875,1109.8423461914062,7250.498291015625,4711.969970703125,7597.440673828125,5107.714721679688,7423.969482421875,4909.842346191406,-79.59423211978499,-1.129470504817559,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1841.846923828125,939.9326782226562,2220.619384765625,1375.7294921875,0.4499381482601166,Manuel Macias RGB,4,3800,3800,7800,7800,2031.233154296875,1157.831085205078,5641.846923828125,4739.932678222656,6020.619384765625,5175.7294921875,5831.233154296875,4957.831085205078,-79.59433822999229,-1.1294732271937122,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,756.24267578125,766.9302368164062,1200.5975341796875,1238.516845703125,0.4114263057708739,Manuel Macias RGB,4,3800,3800,7800,7800,978.4201049804688,1002.7235412597656,4556.24267578125,4566.930236816406,5000.597534179688,5038.516845703125,4778.420104980469,4802.723541259767,-79.59440836979445,-1.1294644280235844,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1147.404541015625,1961.80712890625,1398.0833740234375,2217.50341796875,0.4058680236339569,Manuel Macias RGB,4,3800,3800,7800,7800,1272.7439575195312,2089.6552734375,4947.404541015625,5761.80712890625,5198.083374023438,6017.50341796875,5072.743957519531,5889.6552734375,-79.59438876154891,-1.1295260890942551,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,2593.84619140625,1440.7276611328125,2852.78955078125,1695.9552001953125,0.3878213167190552,Manuel Macias RGB,4,3800,3800,7800,7800,2723.31787109375,1568.3414306640625,6393.84619140625,5240.727661132813,6652.78955078125,5495.955200195313,6523.31787109375,5368.341430664063,-79.59429212239027,-1.1294965152316572,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1504.77197265625,0.0,2124.82763671875,495.46002197265625,0.3861408233642578,Manuel Macias RGB,4,3800,3800,7800,7800,1814.7998046875,247.7300109863281,5304.77197265625,3800.0,5924.82763671875,4295.460021972656,5614.7998046875,4047.730010986328,-79.59435264906921,-1.1294215976341049,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,514.2091064453125,1484.6553955078125,750.0345458984375,1732.3033447265625,0.3527534604072571,Manuel Macias RGB,4,3800,3800,7800,7800,632.121826171875,1608.4793701171875,4314.209106445313,5284.655395507813,4550.034545898438,5532.3033447265625,4432.121826171875,5408.479370117188,-79.59443144064524,-1.1294987922360429,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1034.842529296875,1712.470947265625,1249.1796875,1907.4781494140625,0.3470054864883423,Manuel Macias RGB,4,3800,3800,7800,7800,1142.0111083984375,1809.974548339844,4834.842529296875,5512.470947265625,5049.1796875,5707.478149414063,4942.011108398438,5609.974548339844,-79.59439747114476,-1.1295102229524867,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,484.6598815917969,1219.59423828125,687.0061645507812,1431.853271484375,0.3419419825077057,Manuel Macias RGB,4,3800,3800,7800,7800,585.8330230712892,1325.7237548828125,4284.659881591797,5019.59423828125,4487.006164550781,5231.853271484375,4385.833023071289,5125.723754882813,-79.59443452446672,-1.1294827516573591,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,2197.091064453125,9.223877906799316,2462.547119140625,248.3512725830078,0.3298965096473694,Manuel Macias RGB,4,3800,3800,7800,7800,2329.819091796875,128.78757524490356,5997.091064453125,3809.223877906799,6262.547119140625,4048.351272583008,6129.819091796875,3928.787575244904,-79.594318337801,-1.1294148500917172,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1562.2364501953125,1621.8037109375,1867.989013671875,1915.4759521484373,0.3202610313892364,Manuel Macias RGB,4,3800,3800,7800,7800,1715.1127319335938,1768.6398315429688,5362.236450195313,5421.8037109375,5667.989013671875,5715.4759521484375,5515.112731933594,5568.639831542969,-79.59435929035425,-1.129507878055546,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1959.312744140625,2995.820556640625,2150.0703125,3187.38525390625,0.3170892000198364,Manuel Macias RGB,4,3800,3800,7800,7800,2054.6915283203125,3091.602905273437,5759.312744140625,6795.820556640625,5950.0703125,6987.38525390625,5854.6915283203125,6891.6029052734375,-79.5943366671643,-1.1295829290612067,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1361.094482421875,1039.9935302734375,1740.9381103515625,1439.678466796875,0.3076109588146209,Manuel Macias RGB,4,3800,3800,7800,7800,1551.0162963867188,1239.8359985351562,5161.094482421875,4839.993530273438,5540.9381103515625,5239.678466796875,5351.016296386719,5039.835998535156,-79.5943702226765,-1.1294778792897051,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,630.1913452148438,2001.64208984375,823.4736328125,2215.90234375,0.3068271577358246,Manuel Macias RGB,4,3800,3800,7800,7800,726.8324890136719,2108.772216796875,4430.191345214844,5801.64208984375,4623.4736328125,6015.90234375,4526.832489013672,5908.772216796875,-79.59442513089523,-1.1295271735884886,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,580.9773559570312,926.3677978515624,769.3909301757812,1129.7607421875,0.2940095067024231,Manuel Macias RGB,4,3800,3800,7800,7800,675.1841430664062,1028.0642700195312,4380.977355957031,4726.367797851562,4569.390930175781,4929.7607421875,4475.184143066406,4828.064270019531,-79.59442857177656,-1.1294658655899197,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1.6059929132461548,578.8944702148438,198.276611328125,944.8290405273438,0.292879581451416,Manuel Macias RGB,4,3800,3800,7800,7800,99.94130212068558,761.8617553710938,3801.605992913245,4378.894470214844,3998.276611328125,4744.829040527344,3899.9413021206856,4561.861755371094,-79.5944668952178,-1.1294507640600049,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,3361.87646484375,291.4904479980469,3574.74658203125,514.4844360351561,0.2911850214004517,Manuel Macias RGB,4,3800,3800,7800,7800,3468.3115234375,402.9874420166015,7161.87646484375,4091.490447998047,7374.74658203125,4314.484436035156,7268.3115234375,4202.9874420166025,-79.59424248992471,-1.1294304053072493,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,3585.13525390625,1525.2840576171875,3774.83154296875,1723.82568359375,0.2771555185317993,Manuel Macias RGB,4,3800,3800,7800,7800,3679.9833984375,1624.5548706054688,7385.13525390625,5325.284057617188,7574.83154296875,5523.82568359375,7479.9833984375,5424.554870605469,-79.59422838806357,-1.1294997041908073,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,1.7422982454299931,1553.4443359375,188.70985412597656,1784.828125,0.2723109722137451,Manuel Macias RGB,4,3800,3800,7800,7800,95.22607618570328,1669.13623046875,3801.7422982454295,5353.4443359375,3988.709854125977,5584.828125,3895.2260761857033,5469.13623046875,-79.59446720935243,-1.129502233268117,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,8.770993232727049,1066.88037109375,195.39889526367188,1263.8287353515625,0.2714613080024719,Manuel Macias RGB,4,3800,3800,7800,7800,102.08494424819943,1165.3545532226562,3808.770993232727,4866.88037109375,3995.398895263672,5063.828735351562,3902.0849442482,4965.354553222656,-79.59446675240555,-1.1294736539961316,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,4.271538734436035,1314.915283203125,185.10671997070312,1542.2261962890625,0.2546837925910949,Manuel Macias RGB,4,3800,3800,7800,7800,94.68912935256958,1428.5707397460938,3804.271538734436,5114.915283203125,3985.106719970703,5342.226196289063,3894.6891293525696,5228.570739746094,-79.59446724512453,-1.129488586113208,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,2280.447998046875,1957.7161865234373,2574.75244140625,2229.540283203125,0.2414181530475616,Manuel Macias RGB,4,3800,3800,7800,7800,2427.6002197265625,2093.628234863281,6080.447998046875,5757.7161865234375,6374.75244140625,6029.540283203125,6227.6002197265625,5893.628234863281,-79.59431182349253,-1.1295263144782863,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,984.627685546875,1354.688232421875,1266.9285888671875,1610.4608154296875,0.2375684678554535,Manuel Macias RGB,4,3800,3800,7800,7800,1125.7781372070312,1482.5745239257812,4784.627685546875,5154.688232421875,5066.928588867188,5410.460815429688,4925.778137207031,5282.574523925781,-79.59439855260683,-1.1294916497197385,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,2150.841796875,633.3413696289062,2363.515625,835.61865234375,0.2375293970108032,Manuel Macias RGB,4,3800,3800,7800,7800,2257.1787109375,734.4800109863281,5950.841796875,4433.341369628906,6163.515625,4635.61865234375,6057.1787109375,4534.480010986328,-79.59432317719957,-1.129449210707917,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,142.8080596923828,1235.9708251953125,368.2701721191406,1428.50390625,0.2319616079330445,Manuel Macias RGB,4,3800,3800,7800,7800,255.5391159057617,1332.2373657226562,3942.808059692383,5035.970825195313,4168.2701721191415,5228.50390625,4055.5391159057617,5132.237365722656,-79.59445652908502,-1.1294831211711076,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,3134.698486328125,3270.677490234375,3363.699951171875,3504.28369140625,0.231088787317276,Manuel Macias RGB,4,3800,3800,7800,7800,3249.19921875,3387.4805908203125,6934.698486328125,7070.677490234375,7163.699951171875,7304.28369140625,7049.19921875,7187.4805908203125,-79.59425708747717,-1.1295997140481002,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,928.8035278320312,3181.169189453125,1111.435302734375,3404.83544921875,0.2084927856922149,Manuel Macias RGB,4,3800,3800,7800,7800,1020.1194152832032,3293.002319335937,4728.803527832031,6981.169189453125,4911.435302734375,7204.83544921875,4820.119415283203,7093.0023193359375,-79.59440559173106,-1.1295943543449996,False
Manuel Macias RGB_4_3800_3800_7800_7800.png,3875.062744140625,2478.0693359375,3994.946533203125,2680.274658203125,0.2055209577083588,Manuel Macias RGB,4,3800,3800,7800,7800,3935.004638671875,2579.1719970703125,7675.062744140625,6278.0693359375,7794.946533203125,6480.274658203125,7735.004638671875,6379.1719970703125,-79.5942113982102,-1.129553859122857,False
Manuel Macias RGB_5_3800_6879_7800_10879.png,2978.05712890625,2460.69287109375,3861.28564453125,3388.966552734375,0.7189178466796875,Manuel Macias RGB,5,3800,6879,7800,10879,3419.67138671875,2924.8297119140625,6778.05712890625,9339.69287109375,7661.28564453125,10267.966552734377,7219.67138671875,9803.829711914062,-79.59424573039517,-1.1297481381701309,False
Manuel Macias RGB_5_3800_6879_7800_10879.png,1925.9197998046875,409.5830078125,2163.32275390625,654.0087280273438,0.5432396531105042,Manuel Macias RGB,5,3800,6879,7800,10879,2044.6212768554688,531.7958679199219,5725.919799804688,7288.5830078125,5963.32275390625,7533.008728027344,5844.621276855469,7410.795867919922,-79.59433733805781,-1.1296123826073807,False
Manuel Macias RGB_5_3800_6879_7800_10879.png,984.3177490234376,1477.84423828125,1241.23779296875,1725.626220703125,0.4943315982818604,Manuel Macias RGB,5,3800,6879,7800,10879,1112.7777709960938,1601.7352294921875,4784.317749023438,8356.84423828125,5041.23779296875,8604.626220703125,4912.777770996094,8480.735229492188,-79.59439941870849,-1.1296730797097236,False
Manuel Macias RGB_5_3800_6879_7800_10879.png,3632.349853515625,2113.223876953125,3917.724365234375,2381.31640625,0.3885690867900848,Manuel Macias RGB,5,3800,6879,7800,10879,3775.037109375,2247.2701416015625,7432.349853515625,8992.223876953125,7717.724365234375,9260.31640625,7575.037109375,9126.270141601562,-79.59422205545923,-1.1297097005688428,False
Manuel Macias RGB_5_3800_6879_7800_10879.png,3599.537353515625,1375.51416015625,3796.041015625,1568.2935791015625,0.3422428965568542,Manuel Macias RGB,5,3800,6879,7800,10879,3697.789184570313,1471.9038696289062,7399.537353515625,8254.51416015625,7596.041015625,8447.293579101562,7497.789184570312,8350.903869628906,-79.59422720181848,-1.129665714444345,False
Manuel Macias RGB_5_3800_6879_7800_10879.png,3869.27587890625,3567.397216796875,3994.99658203125,3820.277587890625,0.3307427167892456,Manuel Macias RGB,5,3800,6879,7800,10879,3932.13623046875,3693.83740234375,7669.27587890625,10446.397216796877,7794.99658203125,10699.277587890623,7732.13623046875,10572.83740234375,-79.59421158930735,-1.1297917635756116,False
Manuel Macias RGB_5_3800_6879_7800_10879.png,923.7925415039062,1232.9505615234375,1169.6146240234375,1454.98193359375,0.3201907575130462,Manuel Macias RGB,5,3800,6879,7800,10879,1046.703582763672,1343.9662475585938,4723.792541503906,8111.950561523437,4969.614624023438,8333.98193359375,4846.703582763672,8222.966247558594,-79.59440382065856,-1.1296584566097243,False
Manuel Macias RGB_5_3800_6879_7800_10879.png,1416.04296875,3299.53466796875,1689.0438232421875,3567.830078125,0.3133409023284912,Manuel Macias RGB,5,3800,6879,7800,10879,1552.5433959960938,3433.682373046875,5216.04296875,10178.53466796875,5489.043823242188,10446.830078125,5352.543395996094,10312.682373046877,-79.59437012093909,-1.1297770051163891,False
